1108	3025
1108	3091
1108	2335
1108	2665
1108	2146
1108	2154
1108	1676
1108	1928
1108	3434
1108	159
1108	2301
1108	2694
1108	1173
1108	1356
1108	315
1108	1151
1676	3091
1676	3101
1676	2665
1676	3025
1676	2146
1676	2335
1676	1928
1676	2118
1676	159
1676	329
615	3566
615	3025
615	3101
615	2146
615	2335
615	1108
615	1676
615	159
615	797
615	304
615	2778
797	3537
797	3566
797	3101
797	3116
797	2665
797	3025
797	2146
797	2335
797	1929
797	2118
797	1108
797	1676
797	159
159	3116
159	3590
159	1069
159	3101
243	3590
243	3705
243	3537
243	3566
243	3116
243	3267
243	3072
243	3101
243	2978
243	3025
243	2335
243	2665
243	2181
243	2216
243	2118
243	2146
243	1929
243	1987
243	1108
243	1676
243	797
243	1069
243	329
243	615
243	159
243	289
3250	3656
3250	3852
3250	3917
3250	3372
3250	3494
3250	3318
91	3566
91	3705
91	3025
91	3101
91	2335
91	2665
91	2118
91	2146
91	1676
91	1929
91	797
91	1108
91	243
91	615
91	159
89	3920
3920	2690
2360	3188
2360	2014
87	2360
87	2671
3768	3918
3768	1828
3768	2466
3768	804
3768	1753
3768	3899
3768	452
3768	3573
3768	3654
3768	3064
3768	3380
3768	2988
3768	3016
3768	2403
3768	2572
3768	2192
3768	2257
3768	1677
3768	1681
3768	365
3768	1141
3768	23
3918	3016
3918	2257
3918	2403
3918	1147
3918	1677
3918	23
3918	879
3918	452
3918	3573
3918	365
3693	2647
3693	3899
3693	3918
3693	3768
3693	3825
3693	3745
3693	3767
3693	3728
3693	3730
3693	3388
3693	3573
3693	3145
3693	3172
3693	3016
3693	3142
3693	2778
3693	2988
3693	2519
3693	2572
3693	2466
3693	2510
3693	2454
3693	2458
3693	2410
3693	2436
3693	2308
3693	2403
3693	2220
3693	2257
3693	1925
3693	2192
3693	1807
3693	1828
3693	1677
3693	1703
3693	1427
3693	1554
3693	1042
3693	1352
3693	858
3693	879
3693	415
3693	452
3693	238
3693	365
3693	103
3693	146
3693	23
3730	2466
3730	3573
3730	3768
3730	3016
3730	3145
3730	2403
3730	2647
3730	1736
3730	1828
3730	415
3730	1554
3730	365
3544	1753
3544	3693
3544	3730
3544	2403
3544	3145
3544	1554
3558	2466
3558	3918
3558	804
3558	3768
3558	3899
3558	3693
3558	3730
3558	3573
3558	3657
3558	3016
3558	3034
3558	2757
3558	2988
3558	2519
3558	2572
3558	2308
3558	2403
3558	2192
3558	2257
3558	1572
3558	1677
3558	1356
3558	1394
3558	452
3558	879
3558	147
3558	365
3558	23
3338	2308
3338	3899
3338	3918
3338	3730
3338	3768
3338	3657
3338	3693
3338	3558
3338	3573
3338	3341
3338	3516
3338	3034
3338	3079
3338	3016
3338	3029
3338	2778
3338	2988
3338	2403
3338	2572
3338	2192
3338	2257
3338	1129
3338	1677
3338	804
3338	879
3338	365
3338	452
3338	146
3338	147
3338	23
3516	3918
3516	3768
3516	3899
3516	3341
3516	3693
3516	2403
3516	2572
3516	1677
3516	2192
3516	804
3516	879
3516	3573
3516	3657
3516	3016
3516	3558
3516	2257
3516	2988
3516	365
3516	452
3516	23
3283	3338
3283	3730
3283	3768
3283	3720
3283	3728
3283	3573
3283	3693
3283	3544
3283	3558
3283	3369
3283	3419
3283	3145
3283	3172
3283	3015
3283	3016
3283	2416
3283	2466
3283	2035
3283	2403
3283	1677
3283	1828
3283	1241
3283	1554
3283	879
3283	1168
3283	365
3283	415
3283	23
3056	3141
3056	2441
3056	2466
3056	1753
3056	1828
3056	3899
3056	3918
3056	3730
3056	3768
3056	3657
3056	3693
3056	3558
3056	3573
3056	3380
3056	3516
3056	3315
3056	3338
3056	3095
3056	3283
3056	2988
3056	3016
3056	2403
3056	2572
3056	2192
3056	2257
3056	1677
3056	2035
3056	804
3056	1669
3056	365
3056	452
3056	23
3095	3918
3095	3768
3095	3899
3095	3725
3095	3730
3095	3657
3095	3693
3095	3558
3095	3573
