3575	368
3575	4107
3575	2513
3575	2995
3575	1422
251	368
251	1977
251	1739
251	4393
251	2049
251	1422
251	620
251	2549
251	3472
251	1412
251	2169
251	540
4052	769
4052	3331
4052	4613
4052	3938
4052	3477
572	2608
572	411
572	4341
1492	3946
1492	4139
3901	1872
3901	425
3901	2792
3901	3224
2090	3161
2	170
2	2690
2	3161
149	991
149	740
149	2192
2807	3411
3058	3300
3058	3578
3058	3986
1646	2665
384	4371
384	689
384	3434
2813	2267
2813	4293
2813	1567
2813	4275
2813	277
3588	4126
3588	1653
2680	2152
2680	680
2680	1337
4435	2798
4435	4433
4435	3411
4435	4384
559	1477
559	3862
559	3804
559	596
559	2644
559	4027
559	4716
559	4471
559	1045
559	3874
559	3617
559	2314
559	1085
559	871
559	4536
559	95
559	3985
559	1188
559	3898
559	555
559	2222
559	2382
559	2062
4086	4887
1306	1965
1306	1698
1306	1856
1306	3772
1306	4291
4071	2643
4071	1430
4071	4856
4071	755
4071	610
4071	2289
4071	1092
4071	3362
4071	3615
3146	319
3146	1940
3146	1001
3146	4840
3146	3768
3146	3913
3157	1085
3157	1522
3157	2062
101	2620
101	2647
101	4856
101	3578
1180	1698
3290	3941
3290	1155
3290	4249
3290	3570
3290	4716
3290	1784
3290	299
3290	2620
3290	1422
3290	66
3290	4192
3290	3578
3290	4128
3290	2240
3290	3255
2876	766
2876	4688
2876	837
52	2084
52	3938
52	3077
3165	2665
3165	223
3165	4897
3165	2289
3165	3986
1477	3604
1477	2481
1477	353
1477	4006
1477	3305
1477	3026
1477	2419
1477	717
1477	1742
1477	1463
1477	3527
1477	4439
1477	460
1477	756
1477	473
1477	4748
1477	4393
1477	2067
1477	33
1477	574
1477	2204
1477	4349
1477	3196
1477	3579
1477	1079
1477	1379
1477	1085
1477	871
1477	4536
1477	3985
1477	3898
1477	2012
1477	281
1477	3849
1477	2349
1477	1821
1477	1212
1477	3322
1133	939
1133	4261
1133	2193
1133	709
1133	4701
1133	423
1133	4754
1133	3279
1133	1209
1133	1969
1133	1470
1133	4761
1133	4226
1133	911
1133	949
1133	2731
1133	1398
1133	4237
1133	1088
1133	246
1133	2084
1133	1287
1133	401
1133	1013
1133	901
1133	1986
1133	351
1133	1640
1133	3715
1133	2139
3963	1238
3342	4327
3342	421
3342	4531
3342	1633
3059	3352
3625	223
3625	4417
4354	3915
4354	4857
4354	1217
4354	198
4354	2922
4354	1676
4354	4691
4354	506
4354	543
4354	544
4354	4816
4354	1653
4354	4841
4354	3715
4354	3477
4354	297
4354	982
4354	2088
4354	3435
4354	3786
4354	4809
4354	4838
4354	4839
1928	3896
1928	223
1928	2250
1928	4840
3765	17
3765	537
3765	3714
1736	368
1736	112
1736	4887
1736	219
1736	2647
1736	4192
1736	2853
1736	4481
1802	223
1802	3362
1100	541
1100	2722
1100	4386
1100	1653
4186	4910
4186	1520
4186	56
4186	4439
4186	3888
4186	359
4186	38
4186	4486
4186	1557
4186	4226
4186	4621
4186	33
4186	4288
4186	277
4186	898
4186	904
4186	604
4186	3492
4186	226
4186	31
3767	716
3767	3097
3767	3228
3767	3215
3767	3841
3767	3116
3767	2873
3767	1168
3767	1083
3767	4192
3767	4856
3767	2809
3767	2169
3767	1480
3597	3103
3597	3472
3597	240
1754	752
1754	656
1754	1386
1754	194
1754	2620
1754	2809
1754	3159
1754	3986
308	1168
308	799
308	3568
3783	2620
3783	3408
947	1526
947	4388
947	2665
947	4585
947	605
947	3477
947	912
947	120
1421	2722
2678	3874
2678	223
2678	610
2678	3288
505	435
505	4835
505	1631
505	318
505	3911
939	596
939	1428
939	692
939	1969
939	4225
939	194
939	1856
939	4856
939	1372
939	1398
939	4840
939	901
939	1986
939	351
939	1640
939	3615
504	1491
504	1253
504	2623
504	540
766	3237
766	3389
766	4762
766	3461
766	319
766	3117
766	3968
766	4597
766	983
766	45
766	238
766	4471
766	1341
766	888
766	70
766	2804
766	4613
766	911
766	4541
766	597
766	3946
766	4353
766	4655
766	2754
766	4190
766	2208
766	465
766	4068
766	32
766	1982
766	2742
766	3096
766	3627
766	4184
766	4502
3226	4320
3581	4216
3581	799
3750	4216
3373	3097
3373	4790
3373	2665
3373	3568
3373	81
1281	2950
1281	395
1281	206
1281	1458
1281	3601
838	158
838	2145
838	4748
838	3578
1579	1973
1189	1337
1189	4298
2273	1337
458	4735
458	4793
458	1290
458	4771
458	1801
458	13
458	4257
458	1996
458	521
458	1479
458	460
458	3697
458	4618
458	3464
458	2411
458	2727
458	2008
458	760
458	2510
458	270
458	986
458	2070
458	77
458	2669
458	4924
458	744
458	2248
458	2687
458	3351
458	4741
458	23
458	318
458	2775
458	2167
458	3327
458	3459
295	2085
1491	4308
937	368
937	2730
937	4229
937	656
937	879
937	2438
937	733
937	2269
937	20
937	1424
937	620
937	4192
937	4856
937	2073
937	4161
937	1188
937	4417
4261	3881
4261	4130
4261	597
4261	2561
4261	554
4261	3390
3126	2730
3126	1623
3126	733
3126	3549
3126	4035
3126	3325
3126	3578
3126	1067
3126	2525
3126	2169
1	1392
3604	3120
3604	3026
3604	266
3604	4769
3604	3898
2304	44
2304	4409
2304	3790
2304	3470
2304	1120
2304	3698
2304	4211
716	4409
716	2513
716	112
716	1893
716	4631
716	1120
716	551
716	4920
716	791
716	3938
716	3628
716	4211
227	4802
227	2445
