996	1496
4117	4541
2605	4051
4510	4673
2474	4454
2789	4280
647	3136
2869	3638
3775	4313
3445	4325
2404	4404
2758	4991
1876	3148
1551	2404
5194	5237
1361	3029
2693	4694
3800	4447
3799	4480
1017	1227
681	1894
2268	2352
4975	5437
1061	3339
2431	4576
4150	5018
1815	3176
430	5445
686	4409
2467	4345
2309	5312
1300	4770
4496	4830
561	2814
1832	3871
1245	5476
2651	2881
578	5457
3127	4872
4015	4899
3355	3479
2914	5219
3923	5117
1300	3495
1982	4542
2002	5142
1014	3527
1600	4612
513	3976
983	4018
174	4814
354	2742
3638	3886
1329	3999
3134	5283
3392	5157
3077	4454
1830	2157
2467	3445
1832	3000
1530	2071
3120	3210
746	1438
1274	2330
120	1509
1890	4454
1846	2937
3555	4814
137	506
2081	4883
3792	4701
131	1245
2359	4576
1158	2996
4033	5476
569	3128
799	4449
3384	4279
1393	2826
29	4638
1331	2467
1698	4685
2187	4999
604	5366
686	4502
998	1864
3965	4887
3137	4570
2213	2385
237	4229
1983	3775
354	3782
1219	2651
1633	5057
1227	4733
1705	2532
3479	4435
2881	4095
1567	4635
408	3848
658	4026
1844	4194
2721	4608
1677	1722
2588	3141
1190	5327
1242	3647
2299	4720
2826	3097
1804	2599
4454	4932
1254	1864
2603	3512
1891	3355
737	3229
841	5516
251	2837
263	5098
381	2651
1687	2810
3687	4397
1832	4600
2675	3029
2371	4642
1559	3377
1141	3854
1444	5422
1103	2356
2747	5278
1101	2926
604	1431
4542	4954
3795	4569
1200	3068
880	3600
2173	2425
51	5117
851	1832
38	5462
2665	5379
302	573
174	5102
1832	3037
235	2775
1818	3625
2062	4396
534	3492
1864	2449
1832	4677
1832	2651
1389	2617
434	1331
3183	3445
3323	5496
969	2432
661	1614
1619	3355
957	1184
1538	1550
1576	3564
1666	4524
506	4484
1645	4760
1832	4161
1017	2371
1123	1598
1677	4632
1227	3479
2356	5280
4574	5145
4050	4648
1815	2837
1444	2330
548	4944
1304	4231
2794	3806
543	4433
353	2489
907	5063
1726	2007
4	639
2332	3774
1832	4941
3342	5378
872	4104
2674	3572
1274	4971
5019	5210
1584	4607
338	1894
1677	4217
30	502
762	3148
2049	3802
3148	4607
137	3348
23	3454
1522	4884
1259	1846
1255	1859
605	4029
2122	2997
746	807
3813	4830
917	5121
2552	4705
254	3346
2651	2775
2812	4635
1840	4212
1904	2059
1990	3835
338	4325
1602	5380
1165	2651
647	5476
2228	2882
5291	5514
257	591
4449	4975
958	2838
998	2599
1832	5248
4793	4799
1463	3183
918	4928
1791	4387
2793	4222
4338	4343
432	2546
3909	4565
1502	4454
1438	4028
112	822
305	3864
1584	4586
3947	3970
1305	3626
920	2943
3274	4325
1687	2635
1864	4761
770	1275
3835	3909
552	1846
463	3747
571	3677
3294	5003
1261	4037
3874	4425
1752	2213
137	403
174	4502
3555	4547
1163	1407
1483	1576
1071	3119
2915	3198
1823	3885
2526	3872
2392	5455
4040	5290
1963	5495
647	3094
560	2328
130	1297
2901	4521
3112	5227
630	1246
873	2739
3479	3600
574	4060
2404	3740
1973	5117
712	1009
3226	3814
4960	5094
1557	1881
2826	4390
235	1389
3818	4082
320	971
2036	2684
1529	2460
1261	5139
120	1405
3097	4365
2912	3527
2651	3296
4987	5117
2816	3175
3466	4206
1331	2027
4328	5361
316	4844
2371	4960
4788	5060
383	3441
400	5121
155	5305
1544	2409
690	1573
1044	3854
1789	3080
2152	2175
1072	1331
1552	1931
1257	1438
3909	4759
1602	5484
1383	1830
3883	4365
1183	1839
1683	3598
5167	5182
320	4622
159	1881
953	2643
2356	3200
2651	2734
1815	4313
3638	4443
474	4454
2460	4139
4232	4454
179	3820
2462	3853
137	3201
797	4818
3748	4029
803	3051
1027	2313
1832	5035
2137	3068
3233	4141
419	4259
762	4450
107	430
2258	2848
4112	4476
3346	3672
736	3890
1175	4097
1189	1687
1576	2580
2277	3198
2997	4542
1826	5359
1832	5284
823	3086
357	1832
1832	4415
1217	1491
984	4348
1291	3554
4430	5094
2452	2888
1898	3355
3924	4537
722	1743
647	2761
179	1675
762	4037
4635	5210
3178	3355
2299	4095
736	969
647	2325
1223	4849
996	1450
3403	4454
2468	4207
4256	4454
411	2761
305	568
2464	3433
2874	3330
1239	3427
520	2642
3882	5109
1027	1573
661	3360
1728	3118
2433	2901
1146	1574
1448	4857
1601	1832
2681	3809
647	1840
393	659
1072	4751
83	599
3600	5229
872	4928
2670	3355
1857	2206
296	4314
2436	5053
1827	2777
494	4095
2506	4932
323	931
2355	4454
1576	2047
2106	4350
1197	3353
2161	3449
1071	1074
1502	1815
2711	2733
1449	4642
209	369
1095	2926
1617	4454
4018	4191
492	3360
406	3758
3996	5277
155	1832
971	3226
323	649
281	5208
3896	4179
4450	4747
2761	5102
2301	2810
2884	3703
836	3587
4143	4601
4077	5106
369	2815
2690	5282
1401	3282
3752	5439
3814	4926
1009	2396
3355	4758
2357	4247
1156	2975
1448	4197
1331	1472
1198	2687
2837	4926
2233	3675
1629	2035
1173	3890
2993	3874
4403	4876
1928	2299
758	1677
3852	4337
2826	2869
1438	1767
252	1331
2047	4194
2547	5197
2398	5153
1790	4023
1449	1832
996	4139
1026	4885
843	4327
1393	3355
177	4849
1833	4043
1832	4047
3994	5448
15	1331
756	4810
808	4574
1832	3531
2651	3758
1071	3355
1688	5278
1041	2030
2395	4906
819	2005
1361	3864
590	4689
4585	4638
1148	3050
1238	4454
736	1043
251	922
3237	5440
1388	4470
1240	4847
773	2356
4100	4975
1843	2827
501	3184
2338	3043
593	3775
3564	5514
2001	3263
1832	2993
4220	4454
1864	4999
257	3626
215	2830
1438	3430
2781	5229
1331	5465
4480	4924
2761	3140
3492	4006
1331	4099
3758	4037
2687	4194
1832	3209
4617	5523
2651	4642
1268	3757
2069	5509
2138	5112
1832	2357
1453	5345
316	5282
1249	2299
1654	2758
3853	5073
1832	5521
1875	3075
257	3834
3555	4502
308	2781
4139	5044
4050	5313
252	5045
1937	4853
1380	2858
5153	5484
1366	2313
2890	3572
1223	5445
374	4719
1389	2837
318	4454
4569	4711
1576	4673
47	4365
18	314
2243	4409
1832	3406
623	4720
3917	4738
903	4799
2719	4049
2406	5019
3306	4880
711	3836
137	3790
1832	4251
959	1245
3327	5284
737	5122
3702	3815
918	4139
3276	5186
1064	1544
659	4021
372	2837
2646	4150
144	2803
41	4051
843	1730
3590	3970
2229	4230
520	718
4454	4609
174	4275
846	1445
3207	3835
1006	2582
2123	4403
979	5396
1591	3844
831	3320
662	3610
338	2546
3120	4123
3012	5312
4794	5117
1964	5253
3760	4454
3124	5060
2943	3610
4334	4638
3874	3966
1043	5174
130	4463
2846	4469
2711	3655
1530	2131
1331	3829
1439	5435
230	1760
2603	3852
2028	4384
235	338
83	403
1516	5145
3687	4178
4278	5308
2002	3806
1169	1281
1320	3768
1939	3183
998	4137
235	3360
2011	2073
1728	5454
3370	4811
349	2900
2893	4359
436	5459
1071	3899
3167	5170
1121	5523
985	2258
107	1519
3846	4487
2848	4212
1040	5439
3007	4194
3148	3766
2006	3657
1401	1990
1463	4926
843	4816
1647	5510
2416	4040
127	1297
378	5003
3203	4777
3782	5019
2330	4454
2035	3765
4248	5219
1990	4393
107	824
719	5163
1747	2313
1602	4940
4146	4642
816	1846
843	5439
174	3007
2826	3175
985	3677
2748	3731
2257	3223
3711	4278
313	3222
1149	2826
4714	5366
3564	4501
1502	1983
1694	4501
280	447
835	1832
381	3775
883	1502
3360	3760
466	1083
5286	5511
672	4500
1389	4229
957	4365
2385	3447
5328	5339
2603	4635
1923	3341
1551	2918
301	3884
593	2775
2567	3930
2411	2783
1393	1793
2435	5456
2108	2726
1832	4533
2288	5321
659	996
648	2783
397	4720
1677	3415
4	3037
1832	4308
3589	3918
4308	4743
833	1982
107	157
3360	5284
857	5312
2926	3305
1818	4207
3118	4532
753	3579
2837	3403
2292	3120
92	1832
1832	2432
2282	3999
889	2404
271	5528
555	1910
1584	4454
1591	3854
3355	3852
2404	5048
121	1832
4327	4454
1240	2107
32	354
2882	3379
3571	3719
596	4587
1274	1784
1832	4348
3653	5122
1881	2564
1089	3830
705	922
4258	4454
1811	1853
2846	2945
4302	5229
2170	2826
2762	4454
736	3392
658	819
1576	2985
1677	2370
1100	4638
490	3031
263	5455
560	3951
354	885
4365	5266
108	4480
2996	3658
4293	4319
302	1074
1110	2907
1906	4403
3120	5445
1389	3439
922	3492
